59,Fundamental Programming,,Which loop checks condition before executing loop body?,do-while,for,while,Both b and c,d,Both `for` and `while` are entry-controlled loops.,Medium
60,Fundamental Programming,,Which loop is exit-controlled?,for,while,do-while,nested loop,c,do-while checks condition after execution.,Medium
61,Fundamental Programming,,Nested loop means:,Loop inside function,Loop with condition,Loop inside another loop,Infinite loop,c,One loop inside another is called nested loop.,Medium
62,Fundamental Programming,,What is the default return type of `main()` in C/C++?,void,int,float,char,b,`main()` returns an integer value.,Medium
63,Fundamental Programming,,Which of the following increases code modularity?,Loops,Variables,Functions,Arrays,c,Functions divide program into manageable parts.,Medium
64,Fundamental Programming,,Passing arguments by value means:,Original value changes,Copy of value is passed,Address is passed,Function returns no value,b,Only a copy is sent; original remains unchanged.,Medium
65,Fundamental Programming,,Passing arguments by reference means:,Passing copy,Passing constant,Passing address,Passing expression,c,Reference allows function to modify original data.,Medium
66,Fundamental Programming,,Which data structure stores elements in contiguous memory?,Linked list,Stack,Queue,Array,d,Arrays use contiguous memory locations.,Medium
67,Fundamental Programming,,Which operation is NOT performed on arrays?,Traversal,Insertion,Deletion,Compilation,d,Compilation is not an array operation.,Medium
68,Fundamental Programming,,Which concept allows same function name with different parameters?,Inheritance,Encapsulation,Polymorphism,Abstraction,c,Polymorphism allows multiple forms.,Medium
69,Fundamental Programming,,What is meant by type casting?,Converting data type,Declaring variable,Passing parameter,Returning value,a,Type casting converts one data type to another.,Medium
70,Fundamental Programming,,Which operator has highest precedence?,+,*,(),=,c,Parentheses have highest precedence.,Medium
71,Fundamental Programming,,Which of the following is a unary operator?,+,*,++,==,c,Unary operators operate on one operand.,Medium
72,Fundamental Programming,,Which condition leads to infinite loop?,Loop condition always false,Loop condition always true,break statement,continue statement,b,Always-true condition causes infinite loop.,Medium
73,Fundamental Programming,,Which keyword immediately transfers control to loop condition?,break,return,continue,exit,c,continue skips remaining loop body.,Medium
74,Fundamental Programming,,Which memory is allocated during program execution?,Static memory,Heap memory,ROM,Cache,b,Heap memory is dynamic.,Medium
75,Fundamental Programming,,Which structure follows LIFO principle?,Queue,Array,Stack,Linked list,c,Stack follows Last-In-First-Out.,Medium
76,Fundamental Programming,,Which structure follows FIFO principle?,Stack,Queue,Array,Tree,b,Queue follows First-In-First-Out.,Medium
77,Fundamental Programming,,Which programming error occurs due to division by zero?,Syntax,Logical,Runtime,Semantic,c,Division by zero occurs during execution.,Medium
78,Fundamental Programming,,Which language uses interpreter?,C,C++,Python,Assembly,c,Python is interpreted.,Medium
79,Fundamental Programming,,Which is NOT a high-level language feature?,Portability,Machine dependency,Readability,Ease of debugging,b,High-level languages are machine-independent.,Medium
80,Fundamental Programming,,Which concept hides implementation details?,Inheritance,Polymorphism,Encapsulation,Abstraction,d,Abstraction shows only essential features.,Medium
81,Fundamental Programming,,Which concept binds data and methods together?,Inheritance,Polymorphism,Encapsulation,Abstraction,c,Encapsulation bundles data and functions.,Medium
82,Fundamental Programming,,Which symbol is used for logical NOT?,&&,||,!,==,c,`!` negates condition.,Medium
83,Fundamental Programming,,Which programming phase comes after coding?,Algorithm design,Debugging,Testing,Flowchart,c,Testing checks correctness.,Medium
84,Fundamental Programming,,Which of the following improves program efficiency?,Repetition,Redundant code,Proper algorithms,Comments,c,Efficient algorithms improve performance.,Medium
85,Fundamental Programming,,Which variable is accessible only within a function?,Global,Static,Local,External,c,Local variables are function-specific.,Medium
86,Fundamental Programming,,Global variables are stored in:,Stack,Heap,Data segment,Cache,c,Global variables live in data segment.,Medium
87,Fundamental Programming,,Which of the following is NOT a valid loop control variable?,int,float,char,All are valid,d,Any numeric or character type can control loops.,Medium
88,Fundamental Programming,,Which programming tool converts source code to object code?,Interpreter,Compiler,Debugger,Loader,b,Compiler produces object code.,Medium
89,Fundamental Programming,,Which statement is used to select one option among many?,if,if-else,switch,loop,c,switch handles multi-way selection.,Medium
90,Fundamental Programming,,Which data type occupies least memory?,int,float,double,char,d,char occupies 1 byte.,Medium
91,Fundamental Programming,,Which of the following supports recursion?,Loop,Function,Variable,Array,b,Functions can call themselves.,Medium
92,Fundamental Programming,,Recursion requires:,Loop,Base condition,Global variable,Array,b,Base condition prevents infinite recursion.,Medium
93,Fundamental Programming,,Which is faster in execution?,Interpreter,Compiler,Script,Pseudocode,b,Compiled programs execute faster.,Medium
94,Fundamental Programming,,Which of the following is NOT a programming paradigm?,Procedural,Object-oriented,Functional,Structural hardware,d,Structural hardware is not a paradigm.,Medium
95,Fundamental Programming,,Which operator is used for modulus?,/,%,*,^,b,Modulus returns remainder.,Medium
96,Fundamental Programming,,Which technique improves program readability?,Obfuscated code,Meaningful variable names,Removing comments,Long functions,b,Clear naming improves understanding.,Medium
97,Fundamental Programming,,Which of the following is NOT a valid function property?,Reusability,Modularity,Recursion,Compilation,d,Compilation is not a function property.,Medium
98,Fundamental Programming,,Which error stops program execution immediately?,Logical,Runtime,Syntax,Semantic,c,Syntax errors prevent compilation.,Medium
99,Fundamental Programming,,Which phase identifies program defects?,Coding,Design,Testing,Documentation,c,Testing finds defects.,Medium
100,Fundamental Programming,,Which data structure is best for recursion?,Queue,Stack,Array,Tree,b,Stack manages function calls in recursion.,Medium
101,Fundamental Programming,,Which condition makes an algorithm invalid?,Multiple outputs,Infinite steps,Multiple inputs,No output,b,Algorithms must terminate after finite steps.,Hard
102,Fundamental Programming,,Which characteristic ensures algorithm produces correct output?,Finiteness,Definiteness,Correctness,Effectiveness,c,Correctness ensures expected output for all valid inputs.,Hard
103,Fundamental Programming,,What happens if a recursive function has no base condition?,Syntax error,Compilation error,Infinite recursion,Program skips recursion,c,"Without base condition, recursion never stops.",Hard
104,Fundamental Programming,,Which memory issue occurs due to deep recursion?,Memory leak,Stack overflow,Heap fragmentation,Cache miss,b,Recursive calls consume stack memory.,Hard
105,Fundamental Programming,,Which loop is most suitable when iterations depend on user input?,for,do-while,while,nested loop,c,while loop is ideal when count is unknown.,Hard
106,Fundamental Programming,,What is the main drawback of global variables?,Slow execution,Limited scope,Difficult debugging,Memory wastage,c,"Global variables can be modified anywhere, causing bugs.",Hard
107,Fundamental Programming,,Which situation causes dangling reference?,Uninitialized variable,Accessing deallocated memory,Overflow,Infinite loop,b,Dangling reference points to freed memory.,Hard
108,Fundamental Programming,,Which of the following best improves maintainability?,Long functions,Deep nesting,Modular design,Global variables,c,Modular design simplifies updates and fixes.,Hard
109,Fundamental Programming,,Which programming concept allows behavior change at runtime?,Encapsulation,Inheritance,Polymorphism,Abstraction,c,Polymorphism supports dynamic behavior.,Hard
110,Fundamental Programming,,What is the primary purpose of abstraction?,Hide data,Reduce memory,Reduce complexity,Increase speed,c,Abstraction hides unnecessary details.,Hard
111,Fundamental Programming,,Which case results in undefined behavior?,Accessing array within bounds,Division by zero,Proper type casting,Using constants,b,Division by zero leads to undefined behavior.,Hard
112,Fundamental Programming,,What happens when integer overflow occurs?,Compiler error,Runtime exception always,Wraparound or incorrect value,Program stops,c,Overflow causes unpredictable results.,Hard
113,Fundamental Programming,,Which scenario best suits pass-by-reference?,Protecting original data,Returning multiple values,Reducing memory access,Avoiding function calls,b,Reference allows modifying multiple variables.,Hard
114,Fundamental Programming,,What is tail recursion?,Recursive call at start,Recursive call inside loop,Recursive call as last statement,Multiple recursive calls,c,Tail recursion ends with recursive call.,Hard
115,Fundamental Programming,,Which improves performance in recursive solutions?,Removing base case,Tail recursion,Global variables,Nested recursion,b,Tail recursion optimizes stack usage.,Hard
116,Fundamental Programming,,Which operation has worst-case time complexity O(n)?,Binary search,Linear search,Hash lookup,Index access,a,"",Hard
117,Fundamental Programming,,Which factor affects algorithm efficiency MOST?,Variable names,Data type,Algorithm design,Comments,c,Algorithm choice dominates performance.,Hard
118,Fundamental Programming,,Which data structure is best for function call management?,Queue,Stack,Heap,Tree,b,Stack manages call frames.,Hard
119,Fundamental Programming,,Which of the following is NOT stored in stack memory?,Local variables,Function parameters,Return address,Dynamic objects,d,Dynamic objects live in heap.,Hard
235,Data Structure,,Deletion in heap is:,O(1),O(log n),O(n),O(n²),b,Remove root → down-heapify → O(log n).,Medium
120,Fundamental Programming,,Which condition causes memory leak?,Freeing memory twice,Not freeing allocated memory,Stack overflow,Garbage collection,b,Unreleased memory causes leaks.,Hard
121,Fundamental Programming,,What is the main advantage of dynamic memory allocation?,Faster execution,Fixed size memory,Efficient memory usage,Less complexity,c,Memory is allocated only when needed.,Hard
122,Fundamental Programming,,Which concept prevents direct access to data?,Inheritance,Polymorphism,Encapsulation,Recursion,c,Encapsulation enforces data hiding.,Hard
123,Fundamental Programming,,Which scenario best represents infinite loop?,Condition never true,Counter not updated,break statement,return statement,b,Counter not changing keeps condition true.,Hard
124,Fundamental Programming,,Which condition causes race condition?,Single-thread execution,Multiple threads accessing shared data,Recursive calls,Function overloading,b,Race occurs with unsynchronized shared access.,Hard
125,Fundamental Programming,,Which feature ensures program portability?,Machine code,Assembly language,High-level language,Hardware dependency,c,High-level languages are portable.,Hard
126,Fundamental Programming,,Which type of error cannot be detected by compiler?,Syntax,Type,Logical,Semantic,c,Logical errors compile successfully.,Hard
127,Fundamental Programming,,What is the result of short-circuit evaluation?,Both operands evaluated,No operands evaluated,Second operand skipped if result known,Slower execution,c,Logical operators skip unnecessary checks.,Hard
128,Fundamental Programming,,Which structure reduces multiple if-else chains?,for,while,switch,recursion,c,switch simplifies multi-condition logic.,Hard
129,Fundamental Programming,,Which best defines program robustness?,Speed,Memory usage,Handling unexpected inputs,Code size,c,Robust programs handle errors gracefully.,Hard
130,Fundamental Programming,,Which technique improves algorithm clarity?,Obscure naming,Deep nesting,Stepwise refinement,Global variables,c,Stepwise refinement breaks problems logically.,Hard
131,Fundamental Programming,,Which is true about heap memory?,Automatically deallocated,Faster than stack,Requires manual management,Stores function calls,c,Heap needs explicit allocation/deallocation.,Hard
132,Fundamental Programming,,Which condition causes segmentation fault?,Valid pointer access,Accessing invalid memory,Logical error,Compilation error,b,Invalid memory access crashes program.,Hard
133,Fundamental Programming,,Which of the following supports dynamic binding?,Compile-time linking,Static binding,Runtime polymorphism,Function overloading,c,Dynamic binding resolves calls at runtime.,Hard
134,Fundamental Programming,,Which improves execution speed most?,Better comments,Optimized compiler,Efficient algorithm,Variable scope,c,Algorithm efficiency matters most.,Hard
135,Fundamental Programming,,Which is NOT a valid reason to use recursion?,Code simplicity,Tree traversal,Iterative efficiency,Divide-and-conquer,c,Iteration is often more efficient.,Hard
136,Fundamental Programming,,Which scenario best uses stack?,Breadth-first search,Undo operations,Scheduling,Resource pooling,b,Undo follows LIFO.,Hard
137,Fundamental Programming,,What happens if stack memory is exhausted?,Heap overflow,Stack overflow,Memory leak,Cache miss,b,Excess stack usage crashes program.,Hard
138,Fundamental Programming,,Which improves code testability?,Tight coupling,Modular functions,Global variables,Long methods,b,Modular code is easier to test.,Hard
139,Fundamental Programming,,Which concept ensures single responsibility?,Polymorphism,Abstraction,Modularization,Inheritance,c,Modules handle specific tasks.,Hard
140,Fundamental Programming,,Which technique avoids repeated computation?,Recursion,Memoization,Looping,Sorting,b,Memoization caches results.,Hard
141,Fundamental Programming,,Which algorithm paradigm breaks problem into subproblems?,Greedy,Divide and conquer,Brute force,Backtracking,b,Divide-and-conquer solves recursively.,Hard
142,Fundamental Programming,,Which property ensures algorithm applicability to all valid inputs?,Definiteness,Generality,Finiteness,Effectiveness,b,Generality applies algorithm broadly.,Hard
143,Fundamental Programming,,Which feature allows code execution without recompilation?,Compiler,Interpreter,Assembler,Linker,b,Interpreter executes directly.,Hard
144,Fundamental Programming,,Which technique reduces cyclomatic complexity?,Deep nesting,Multiple conditions,Refactoring,Global logic,c,Refactoring simplifies control flow.,Hard
145,Fundamental Programming,,Which programming quality focuses on future modifications?,Reliability,Efficiency,Maintainability,Portability,c,Maintainability eases future changes.,Hard
146,Fundamental Programming,,Which error occurs due to incorrect assumptions?,Syntax,Runtime,Logical,Compile-time,c,Logical errors arise from flawed logic.,Hard
147,Fundamental Programming,,Which memory allocation strategy is fastest?,Heap,Stack,Dynamic,Manual,b,Stack allocation is faster.,Hard
148,Fundamental Programming,,Which construct guarantees mutual exclusion?,Loop,Conditional,Lock / mutex,Function,c,Locks prevent race conditions.,Hard
149,Fundamental Programming,,Which is most language-independent concept?,Syntax,Keywords,Algorithm,Compiler,c,Algorithms are universal.,Hard
150,Fundamental Programming,,Which improves overall software quality the MOST?,Writing more code,Skipping testing,Proper design + testing,Using latest language,c,Design and testing define quality.,Hard
151,Data Structure,,A program is:,A set of instructions for the computer,A hardware component,A storage device,An operating system,a,A program tells the computer what to do step by step.,Easy
152,Data Structure,,Which of the following is a linear data structure?,Array,Tree,Graph,None of these,a,"Array stores elements sequentially, so it’s linear.",Easy
153,Data Structure,,The first element of an array is stored at index:,0,1,-1,None,a,Arrays in most languages start from index 0.,Easy
154,Data Structure,,What is the size of a static array?,Fixed,Dynamic,Changes at runtime,Unknown,a,Static arrays have fixed size defined at compile time.,Easy
155,Data Structure,,Which data structure uses LIFO (Last In First Out) principle?,Queue,Stack,Array,Linked List,b,Stack removes the most recently added item first.,Easy
156,Data Structure,,Which data structure uses FIFO (First In First Out) principle?,Stack,Queue,Tree,Graph,b,Queue removes the element added first before others.,Easy
157,Data Structure,,"In a singly linked list, each node contains:",Data only,Pointer only,Data and pointer,None,c,Each node stores data and pointer to the next node.,Easy
158,Data Structure,,A doubly linked list allows traversal in:,Forward direction only,Backward direction only,Both forward and backward,Random only,c,Doubly linked list nodes have pointers to next and previous nodes.,Easy
159,Data Structure,,What is the time complexity to access an element in an array?,O(n),O(1),O(log n),O(n²),b,Array allows direct access using index → O(1).,Easy
160,Data Structure,,Time complexity of inserting an element at beginning in an array is:,O(1),O(n),O(log n),O(n²),b,All elements must be shifted → O(n).,Easy
161,Data Structure,,The memory allocation of arrays can be:,Static,Dynamic,Both,None,c,Arrays can be static or dynamically allocated using memory functions.,Easy
162,Data Structure,,Which of the following is a non-linear data structure?,Stack,Queue,Tree,Array,c,Tree elements are connected hierarchically → non-linear.,Easy
163,Data Structure,,The head of a linked list is:,First node,Last node,Middle node,None,a,Head is the starting node of the list.,Easy
164,Data Structure,,"In a queue, insertion is done at:",Front,Rear,Random,Both ends,b,Queue adds elements at the rear.,Easy
165,Data Structure,,"In a queue, deletion is done at:",Front,Rear,Random,Both ends,a,Queue removes elements from the front (FIFO).,Easy
166,Data Structure,,Which of the following is not a type of queue?,Circular Queue,Priority Queue,Double-ended Queue,Binary Queue,d,Binary queue does not exist; the others are valid queue types.,Easy
167,Data Structure,,Which of these is dynamic in size?,Array,Linked List,Both,None,b,Linked lists grow or shrink at runtime.,Easy
168,Data Structure,,Stack overflow occurs when:,Stack is empty,Stack is full,Memory is fragmented,Pointer is null,b,Overflow occurs if we try to push an element into a full stack.,Easy
169,Data Structure,,Stack underflow occurs when:,Stack is empty,Stack is full,Memory is fragmented,Pointer is null,a,Underflow occurs if we try to pop an element from an empty stack.,Easy
170,Data Structure,,"In a circular queue, the last element points to:",Null,First element,Next of last,None,b,Circular queue connects last element to first → circular.,Easy
171,Data Structure,,Which sorting algorithm is simplest but least efficient?,Bubble Sort,Merge Sort,Quick Sort,Heap Sort,a,Bubble sort is easy to understand but slow → O(n²).,Easy
172,Data Structure,,Binary Search can be applied on:,Sorted array,Unsorted array,Linked list,Stack,a,Binary search requires sorted data for divide-and-conquer.,Easy
173,Data Structure,,Binary Search time complexity is:,O(n),O(log n),O(n²),O(1),b,Each step halves the search space → O(log n).,Easy
174,Data Structure,,"In a binary tree, a node can have maximum:",1 child,2 children,3 children,Any number,b,"Binary tree allows 0, 1, or 2 children per node.",Easy
175,Data Structure,,The root node of a tree has:,No parent,Only one parent,Two parents,Multiple parents,a,Root is the topmost node → no parent.,Easy
176,Data Structure,,A leaf node has:,No children,One child,Two children,At least one child,a,Leaf nodes are end nodes with no children.,Easy
177,Data Structure,,Which is faster for insertion in the middle?,Array,Linked List,Stack,Queue,b,Linked list can insert without shifting elements → O(1) if pointer known.,Easy
178,Data Structure,,Which is faster for searching by index?,Array,Linked List,Queue,Stack,a,Array allows direct access by index → O(1).,Easy
179,Data Structure,,Hashing is used for:,Searching,Sorting,Traversal,Deletion,a,Hash tables allow quick search → O(1) average.,Easy
180,Data Structure,,"In a hash table, collision means:",Two keys map to same index,Memory is full,Key not found,None,a,Two keys hash to same location → collision occurs.,Easy
181,Data Structure,,A graph consists of:,Nodes and edges,Nodes only,Edges only,None,a,Graph has vertices (nodes) and edges (connections).,Easy
182,Data Structure,,"In BFS (Breadth First Search), traversal is:",Level by level,Depth first,Random,Diagonal,a,BFS explores neighbors first → level-wise.,Easy
183,Data Structure,,"In DFS (Depth First Search), traversal is:",Level by level,Depth first,Random,Diagonal,b,DFS explores as deep as possible before backtracking.,Easy
184,Data Structure,,Which data structure is used in recursion?,Stack,Queue,Array,Linked List,a,Function calls are stored in call stack → LIFO.,Easy
185,Data Structure,,What is the maximum number of nodes in a binary tree of height h?,2^h – 1,h^2,h – 1,2h,a,Perfect binary tree nodes = 2^h – 1.,Easy
186,Data Structure,,A priority queue arranges elements based on:,Arrival time,Priority,Random,Alphabetical order,b,Higher priority elements are dequeued first.,Easy
187,Data Structure,,Which is not a primitive data type?,Integer,Character,Array,Float,c,"Array is a data structure, not a primitive type.",Easy
188,Data Structure,,"In a circular linked list, the last node points to:",Null,First node,Second node,Random node,b,Circular linking makes traversal circular.,Easy
189,Data Structure,,Which data structure is used in undo operation in applications?,Stack,Queue,Array,Linked List,a,Stack stores previous states → LIFO undo.,Easy
190,Data Structure,,A complete binary tree is:,All levels filled except last level,Full tree only,Root only,None,a,"Last level nodes are left-aligned, others filled.",Easy
191,Data Structure,,Which is fastest for searching a sorted array?,Linear Search,Binary Search,Bubble Sort,Stack,b,"Binary search → O(log n), faster than linear → O(n).",Easy
192,Data Structure,,Inserting at the end of a singly linked list without tail pointer is:,O(1),O(n),O(log n),O(n²),b,Must traverse list → O(n).,Easy
193,Data Structure,,The difference between stack and queue is:,"Stack → FIFO, Queue → LIFO","Stack → LIFO, Queue → FIFO",Both FIFO,Both LIFO,b,Stack removes last item first; Queue removes first item first.,Easy
194,Data Structure,,A tree with n nodes has n-1 edges:,True,False,"","",a,Trees are connected acyclic graphs → edges = nodes – 1.,Easy
195,Data Structure,,Time complexity to delete first node in linked list is:,O(1),O(n),O(log n),O(n²),a,Head pointer is updated → O(1).,Easy
196,Data Structure,,Which of these is used in BFS?,Queue,Stack,Array,Hash Table,a,BFS uses queue for level-order traversal.,Easy
197,Data Structure,,Which of these is used in DFS?,Stack,Queue,Linked List,Array,a,DFS uses stack → explicit or call stack via recursion.,Easy
198,Data Structure,,A full binary tree has:,All nodes with 0 or 2 children,All nodes with 1 child,Only leaves,None,a,Each node has either 0 or 2 children.,Easy
199,Data Structure,,Which data structure is used in breadth-first search of graph?,Queue,Stack,Linked List,Array,a,BFS explores level-wise → queue stores nodes.,Easy
200,Data Structure,,Which is best for implementing undo feature in text editor?,Stack,Queue,Array,Linked List,a,Undo uses LIFO → stack stores previous states.,Easy
201,Data Structure,,Which of the following is true for linked lists?,Elements are stored in contiguous memory,Size must be known at compile time,Elements can be inserted easily anywhere,Direct access by index is fast,c,Linked lists allow easy insertion/deletion at any position; access by index is slow.,Medium
202,Data Structure,,What is the time complexity to search an element in a singly linked list?,O(1),O(n),O(log n),O(n²),b,Must traverse the list sequentially → O(n).,Medium
203,Data Structure,,"In a doubly linked list, deleting the last node takes:",O(1),O(n) if no tail pointer,O(log n),O(n²),b,"Without tail pointer, must traverse to last → O(n).",Medium
204,Data Structure,,Which data structure is best for undo operations?,Stack,Queue,Linked List,Binary Tree,a,LIFO property of stack allows last operation to be undone first.,Medium
205,Data Structure,,What happens when pushing an element into a full stack?,Stack underflow,Stack overflow,Memory leak,Null pointer error,b,Overflow occurs if stack is full.,Medium
206,Data Structure,,Which traversal method is used to print elements of a tree level by level?,Inorder,Preorder,Postorder,BFS,d,BFS explores level-wise → queue used.,Medium
207,Data Structure,,Maximum number of nodes at level `l` in a binary tree is:,2^l,2^l – 1,l²,l,a,"Level 0 has 1 node, level 1 has 2 nodes, level 2 has 4 nodes, etc.",Medium
208,Data Structure,,Minimum number of nodes in a binary tree of height `h` is:,h,2h – 1,h + 1,2^(h-1),d,Height = number of edges in longest path; minimum nodes in skewed tree = 2^(h-1).,Medium
209,Data Structure,,"In a circular queue, after inserting `n` elements, the queue is full. If `front = 0`, `rear = n-1`, what is the next insertion index?",n,0,1,n-2,b,Circular queue wraps around → next index = (rear + 1) % size = 0.,Medium
